id_req,desc_cat1,desc_cat2,desc_cat3,desc_cat4,desc_pegText
FS6A,FLANGE TO FLANGE,Flange to Flange Changes,HOT GAS PATH,UPGRADE TO ABRADABLE COATED STAGE 1 SHROUD [FS6A],S1S Abradable Coating
FS6B,FLANGE TO FLANGE,Flange to Flange Changes,INLET AND EXHAUST,RETROFIT EXHAUST SYSTEM UPGRADE [FS6B],Frame 5 Exhaust Retrofit
FS6C,FLANGE TO FLANGE,Flange to Flange Changes,ROTORS AND BEARINGS,REBUILD CMPRSR ROTOR [FS6C],F-Class Compressor Rotor Rebuild
FS6D,FLANGE TO FLANGE,Flange to Flange Changes,AIRFOILS, ADD ABRADABLE CMPRSR COATING [FS6D],Abradable Compressor Coating
FS6E,FLANGE TO FLANGE,Flange to Flange Changes,AIRFOILS, UPGRADE TO STAGE 1 NOZZLE WITH ENHANCED THERMAL BARRIER COATING [FS6E],Enhanced TBC for S1 Nozzle
FS6F,FLANGE TO FLANGE,Flange to Flange Changes,ROTORS AND BEARINGS,PROVIDE NUMBER 1 BEARING KEVLAR BRUSH SEAL [FS6F],No. 1 Bearing Brush Seal
FS6G,FLANGE TO FLANGE,Flange to Flange Changes,ROTORS AND BEARINGS,UPGRADE FROM UNFLARED TO FLARED CMPRSR ROTOR [FS6G],Upgrade from Unflared to Flared Compressor
FS6H,FLANGE TO FLANGE,Flange to Flange Changes,ROTORS AND BEARINGS,CONVERT FLARED FA TO UNFLARED FA+E ROTOR [FS6H],Convert FA to Unflared FA+e Compressor
FS6I,FLANGE TO FLANGE,Flange to Flange Changes,HOT GAS PATH,UPGRADE TO GEN 3 STAGE 1 SHROUD WITH ABRADABLE COATING [FS6I],S1S Gen3+ Abradable Coating
FS6J,FLANGE TO FLANGE,Flange to Flange Changes,CASINGS,APPLY STATOR HOOK PATCH RING [FS6J],Stator Hook Patch Ring
FS6K,FLANGE TO FLANGE,Flange to Flange Changes,ROTORS AND BEARINGS,APPLY HYDRAULICALLY TENSIONED ROTOR MARRIAGE FLANGE BOLTING [FS6K],Hydraulically Tensioned Rotor Marriage Flange Bolting
FS6L,FLANGE TO FLANGE,Flange to Flange Changes,ROTORS AND BEARINGS,FA ADVANCED COMPRESSOR [FS6L],7F Advanced Compressor
FT1A,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,"UPRATE TO ADVANCED TECHNOLOGY [FT1A, FT1D, FT2C]",MS3002 A-G ADVANCED TECH UPRATE
FT1B,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,UPRATE 32H TO J [FT1B],H TO J UPRATE
FT1C,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,UPRATE 32F TO G [FT1C],G TO F UPRATE
FT1D,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,H & J ADVANCE TECHNOLOGY UPRATE [FT1D],H & J ADVANCE TECH UPRATE
FT1F,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,"APPLY HIGH FLOW INLET GUIDE VANE [FT1F, FT2A]",81 DEGREES HIGH FLOW IGV
FT1G,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,"CONVERT REGENERATIVE TO SIMPLE CYCLE [FT1G, FT2F, FT3P, FT5K]",REGENERATIVE TO SIMPLE CYCLE
FT1H,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,"CONVERT SIMPLE TO REGENERATIVE CYCLE [FT1H, FT2G]",SIMPLE TO REGENERATIVE CYCLE
FT1I,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,"APPLY C450 REDUCED CAMBER HIGH FLOW INLET GUIDE VANES [FT1I, FT2B, FT2M, FT3A, FT3B, FT3C, FT3I, FT4C, FT5B, FT6B]",REDUCED CAMBER HIGH FLOW IGV
FT1J,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,UPGRADE TO STRAIGHT-THROUGH COMBUSTION (1550 FIRING TEMPERATURE) [FT1J],A THRU F STRAIGHT THRU COMBUSTION(1550TF)
FT1K,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,APPLY ROUND-THE-CORNER COMBUSTION [FT1K],ROUND-THE-CORNER COMBUSTION
FT1L,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,"REPLACE EDUCTOR WITH MOTOR DRIVEN FAN [FT1L, FT3V]",MOTOR DRIVEN VENT FAN TO REPLACE EDUCTOR
FT1P,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,MS3002 UPRATE TO FULL FIRING TEMPERATURE [FT1P],UPRATE TO FULL FIRING TEMP (MS3002)
FT1R,UPRATINGS,MS3002 UPRATINGS,HOT GAS PATH,"UPGRADE TO DIRECTIONALLY SOLIDIFIED GTD111 STAGE 1  BUCKET [FT1R, FT2K, FT3Z, FT4D]",GTDIII D/S STG 1 BUCKET
FT1S,UPRATINGS,MS3002 UPRATINGS,HOT GAS PATH,"UPGRADE TO ADVANCED TECHNOLOGY TWO-VANE-PER-SEGMENT STAGE 1 NOZZLE WITH SUPPORT RING [FT1S, FT2J]",32J ADV TECH 2-VANE STG 1 NOZ/SUPPORT RING
FT1T,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,"INCREASE TURBINE ROTOR SPEED [FT1T, FT3X]",LP ROTOR SPEED INCREASE
FT1U,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,MS3002 UPRATE TO 32F CONFIGURATION [FT1T],MS3002 UPRATE TO 32F CONFIGURATION
FT1V,UPRATINGS,MS3002 UPRATINGS,COMBUSTION,UPGRADE TO A NON-DLN 32J COMBUSTION SYSTEM [FT1V],32J COMBUSTION SYSTEM
FT1W,UPRATINGS,MS3002 UPRATINGS,SYSTEM UPGRADES,UPRATE TO 32K [FT1W],UPRATE TO 32K
FT2A,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,MS5002B HIGH FLOW IGV FOR PRE 1978 UNITS [FT2A],MS5002B HIGH FLOW IGV (PRE 1978 UNITS)
FT2B,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,"APPLY C450 REDUCED CAMBER HIGH FLOW INLET GUIDE VANES [FT1I, FT2B, FT2M, FT3A, FT3B, FT3C, FT3I, FT4C, FT5B, FT6B]",MS5002B C450 REDUCED CAMBER HIGH FLOW IGV
FT2C,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,MS5002B ADVANCE TECHNOLOGY UPRATE [FT2C],MS5002B ADV TECH UPRATE
FT2D,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,UPGRADE EFFICIENCY [FT2D],MS5002B MOD II PERFORMANCE/EFF. UPRATE
FT2E,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,MS5002B A TO B COMPRESSOR UNITS [FT2E],MS5002B A TO B COMPRESSOR UNITS
FT2F,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,MS5002B REGENERATIVE TO SIMPLE CYCLE [FT2F],MS5002B REGENERATIVE TO SIMPLE CYCLE
FT2G,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,MS5002B SIMPLE TO REGENERATIVE CYCLE [FT2G],MS5002B SIMPLE TO REGENERATIVE CYCLE
FT2J,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,MS5002 B ADV TECH 2 VANE STAGE 1 NOZZLE [FT2J],MS5002 B ADV TECH 2 VANE STAGE 1 NOZZLE
FT2K,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,MS5002 B ADVANCED TECHNOLOGY GTD-111 DIRECTIONALLY SOLIDIFIED STAGE 1 BUCKET,MS5002 B ADV TECH GTDIII D/S STG 1 BUCKET
FT2L,UPRATINGS,MS5002 UPRATINGS,AIRFOILS,UPGRADE TO EQUIAX GTD111 STAGE 1  BUCKET [FT2L],MS5002B ADV TECH GTD111 E/A STG 1 BUCKET
FT2M,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,"APPLY C450 REDUCED CAMBER HIGH FLOW INLET GUIDE VANES [FT1I, FT2B, FT2M, FT3A, FT3B, FT3C, FT3I, FT4C, FT5B, FT6B]",MS5002A HIGH-FLOW REDUCED-CAMBER FIXED IGV
FT2N,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,MS5002 UPRATE TO FULL FIRING TEMPERATURE [FT2N],UPRATE TO FULL FIRING TEMP (MS5002)
FT2P,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,MS5002D UPRATE [FT2N],MS5002D Uprate
FT2R,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,MS5002D WITH MS6001B COMPRESSOR [FT2R],MS5002D WITH MS6001B COMPRESSOR
FT2S,UPRATINGS,MS5002 UPRATINGS,SYSTEM UPGRADES,MS5002D WITH MS6001B COMPRESSOR AND  OPTIMIZED HOT GAS PATH [FT2S],MS5002D FT2R + OPTIMIZED HOT GAS PATH
FT2T,UPRATINGS,MS5002 UPRATINGS,AIRFOILS,UPGRADE STAGE 1 NOZZLE TO 52D CONFIGURATION [FT2T],MS5002D Stage 1 Nozzle
FT3A,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,"APPLY C450 REDUCED CAMBER HIGH FLOW INLET GUIDE VANES [FT1I, FT2B, FT2M, FT3A, FT3B, FT3C, FT3I, FT4C, FT5B, FT6B]",MS5001 L/LA/M HIGH FLOW IGV
FT3B,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,"APPLY C450 REDUCED CAMBER HIGH FLOW INLET GUIDE VANES [FT1I, FT2B, FT2M, FT3A, FT3B, FT3C, FT3I, FT4C, FT5B, FT6B]",5001N/P HIGH FLOW IGV (1970/1978 PROD.)
FT3C,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,"APPLY C450 REDUCED CAMBER HIGH FLOW INLET GUIDE VANES [FT1I, FT2B, FT2M, FT3A, FT3B, FT3C, FT3I, FT4C, FT5B, FT6B]",C450 RED CAMBER HI FLOW IGV (MODELS N&P)
FT3D,UPRATINGS,MS5001 UPRATINGS,AIRFOILS, UPGRADE TO SHROUDED STAGE 2 BUCKET (SHORT SHANK) [FT3D],SHROUDED STAGE 2 BUCKET (SHORT SHANK)
FT3E,UPRATINGS,MS5001 UPRATINGS,AIRFOILS, UPGRADE TO SHROUDED STAGE 2 BUCKET (LONG SHANK) [FT3E],SHROUDED STAGE 2 BUCKETS (LONG SHANK)
FT3F,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,UPRATE COMPRESSOR TO P CONFIGURATION [FT3F],UPRATE COMPRESSOR TO P CONFIGURATION
FT3G,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,UPRATE TURBINE TO M (1700 TF) [FT3G],UPRATE TURBINE TO M (1700 TF)
FT3H,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,UPRATE TURBINE TO R (1720 TF) [FT3H],UPRATE TURBINE TO R (1720 TF)
FT3I,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,"APPLY C450 REDUCED CAMBER HIGH FLOW INLET GUIDE VANES [FT1I, FT2B, FT2M, FT3A, FT3B, FT3C, FT3I, FT4C, FT5B, FT6B]",REDUCED-CAMBER HI-FLOW FIXED IGV(A - M & R)
FT3J,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,UPRATE TURBINE TO M- (1710 TF) [FT3J],UPRATE TURBINE TO M` (1710 TF)
FT3K,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,UPRATE TURBINE TO M N/T (1712TF) [FT3K],UPRATE TURBINE TO M N/T (1712TF)
FT3L,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,UPRATE TURBINE TO R N/T (1755 TF) [FT3L],UPRATE TURBINE TO R N/T (1755 TF)
FT3M,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,UPRATE TURBINE TO P N/T (1765 TF) [FT3M],UPRATE TURBINE TO P N/T (1765 TF)
FT3N,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,5001N PHASE I/II UPRATE (1730 TF) (1970-71) [FT3N],5001N PHASE I/II UPRATE (1730 TF) (1970-71)
FT3O,UPRATINGS,MS5001 UPRATINGS,AIRFOILS, UPRATE TO ADVANCED TECHNOLOGY STAGE 1 NOZZLE [FT3O],ADV TECH STAGE 1 NOZZLE (MUST INCLUDE FT3R)
FT3P,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,REGEN TO SIMPLE CYCLE [FT3P],REGEN TO SIMPLE CYCLE
FT3Q,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,REMOVE STAGE 2 AFT COOLING AIR [FT3Q],DELETE 2ND STAGE AFT COOLING AIR (1970-77)
FT3R,UPRATINGS,MS5001 UPRATINGS,AIRFOILS, UPRATE TO ADVANCED TECHNOLOGY STAGE 1 BUCKET [FT3R],ADVANCE TECH STAGE 1 BUCKET
FT3S,UPRATINGS,MS5001 UPRATINGS,AIRFOILS," UPRATE TO ADVANCED TECHNOLOGY STAGE 2 NOZZLE [FT3S, FT3T]",51M ADVANCE TECH STAGE 2 NOZZLE
FT3T,UPRATINGS,MS5001 UPRATINGS,AIRFOILS,ADVANCE TECH STAGE 2 NOZZLE (R OR P-N/T) [FT3T],ADVANCE TECH STAGE 2 NOZZLE (R OR P-N/T)
FT3U,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,UPRATE TO FULL FIRING TEMP (MS5001) [FT3U],UPRATE TO FULL FIRING TEMP (MS5001)
FT3V,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,MOTOR DRIVEN VENT FAN TO REPLACE EDUCTER [FT3V],MOTOR DRIVEN VENT FAN TO REPLACE EDUCTER
FT3W,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,UPRATE TO 1800 DEGREES F FIRING TEMPERATURE [FT3W],UPRATE TO 1800 DEGREES F FIRING TEMPERATURE
FT3X,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,5001L TO L- [FT3X],5001 SPEED INCREASE TO 5355 RPM
FT3Y,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,UPDATE STAGE 2 WITH NEW SHROUDED-TIP BUCKETS AND NEW SHROUD BLOCKS MS5001L TO L-PRIME [FT3Y],5001L TO L' UPRATE
FT3Z,UPRATINGS,MS5001 UPRATINGS,AIRFOILS,GTD-111 DIRECTIONALLY SOLIDIFIED STAGE 1 BUCKET [FT3Z],GTD111 D/S STG 1 BUCKET
FT4A,UPRATINGS,PG6001 UPRATES,SYSTEM UPGRADES,PG6001 A TO B [FT4A],PG6001 A TO B
FT4B,UPRATINGS,PG6001 UPRATES,SYSTEM UPGRADES,UPRATE TO 2020 FIRING TEMPERATURE (PRE-1982 UNITS) [FT4B],UPRATE TO 2020 TF (PRE 1982 UNITS)
FT4C,UPRATINGS,PG6001 UPRATES,SYSTEM UPGRADES,"APPLY C450 REDUCED CAMBER HIGH FLOW INLET GUIDE VANES [FT1I, FT2B, FT2M, FT3A, FT3B, FT3C, FT3I, FT4C, FT5B, FT6B]",C450 REDUCED CAMBER HIGH FLOW IGV
FT4D,UPRATINGS,PG6001 UPRATES,AIRFOILS,GTD-111 DIRECTIONALLY SOLIDIFIED STAGE 1 BUCKET [FT4D],GTD111 DS BUCKET
FT4F,UPRATINGS,PG6001 UPRATES,AIRFOILS,"UPRATE TO BLUNT LEADING EDGE DIRECTIONALLY SOLIDIFIED GTD111 STAGE 1 BUCKET [FT4F, FT5J, FT6J]",6/1 GTD111 E/A BLUNT LDG EDGE STG 1 BUCKET
FT4H,UPRATINGS,PG6001 UPRATES,AIRFOILS,UPRATE TO EROSION-RESISTANT STAGE 1 NOZZLE [FT4H],6/1 EROSION-RESISTANT STAGE 1 NOZZLE
FT4J,UPRATINGS,PG6001 UPRATES,SYSTEM UPGRADES,UPRATE 7 PERCENT [FT4J],PG6001B 7% UPRATE
FT4K,UPRATINGS,PG6001 UPRATES,SYSTEM UPGRADES,UPRATE TO FULL FIRING TEMP (PG6001) [FT4K],UPRATE TO FULL FIRING TEMP (PG6001)
FT4L,UPRATINGS,PG6001 UPRATES,SYSTEM UPGRADES,PG6001 +35 DEGREE UPRATE [FT4L],PG6001 +35 DEGREE UPRATE - MS6001B
FT4M,UPRATINGS,PG6001 UPRATES,SYSTEM UPGRADES,Increase Maximum IGV angle to 86 degrees,C450 REDUCED CAMBER HIGH FLOW IGV (86 DEG.)
FT4N,UPRATINGS,PG6001 UPRATES,,,Obsolete  MS6001 EXTENDED HGP INTERVAL/PARTS LIFE
FT4P,UPRATINGS,PG6001 UPRATES,SYSTEM UPGRADES,UPRATE TO 2084 TF (PG6571B) [FT4P],UPRATE TO 2084 TF (PG6571B)
FT4Q,UPRATINGS,PG6001 UPRATES,,,6B Uprate to 2114  TF
FT5A,UPRATINGS,PG7001 UPRATES,AIRFOILS,"UPRATE TO HIGH FLOW INLET GUIDE VANES [FT5A, FT6A]",PG7001 HIGH FLOW IGV (PRE 1978 UNITS)
FT5B,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,"APPLY C450 REDUCED CAMBER HIGH FLOW INLET GUIDE VANES [FT1I, FT2B, FT2M, FT3A, FT3B, FT3C, FT3I, FT4C, FT5B, FT6B]",C450 REDUCED CAMBER HIGH FLOW IGV
FT5C,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,PG7001 UPRATE TO 2020F [FT5C],UPRATE TO 2020F
FT5D,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,PG7001 UPRATE TO E COMPRESSOR [FT5D],UPRATE TO E COMPRESSOR
FT5E,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,PG7001 UPRATE TO EA COMPRESSOR [FT5E],UPRATE TO EA COMPRESSOR
FT5F,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,PG7001 UPRATE WITH E TURBINE PARTS [FT5F],UPRATE WITH E TURBINE PARTS
FT5G,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,UPRATE WITH E COMBUSTION PARTS [FT5G],UPRATE WITH E COMBUSTION PARTS
FT5H,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,APPLY C450 REDUCED CAMBER HIGH FLOW INLET GUIDE VANES 86 DEGREES [FT5J],C450 REDUCED CAMBER HIGH FLOW IGV (86 DEG.)
FT5J,UPRATINGS,PG7001 UPRATES,AIRFOILS,GTD-111 DIRECTIONALLY SOLIDIFIED STAGE 1 BUCKET [FT5J],7/1E GTD111 E/A BLE STG 1 BUCKET
FT5K,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,REGENERATIVE TO SIMPLE CYCLE [FT5K],REGENERATIVE TO SIMPLE CYCLE
FT5L,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,PG7001F UPRATE TO FA [FT5L],PG7001F UPRATE TO FA
FT5N,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,PG7001 UPRATE TO FULL FIRING TEMP [FT5N],UPRATE TO FULL FIRING TEMP (PG7001)
FT5P,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,UPRATE TO 7FA.02 [FT5P],Uprate to FA+
FT5Q,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,2055 FIRING TEMPERATURE UPRATE,2055Tf Uprate
FT5R,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,1100F EXHAUST TEMPERATURE LIMIT [FT5R],1100F Exh Temp Limit
FT5S,UPRATINGS,PG7001 UPRATES,,,Obsolete  7E/EA HGP LIFE/INSP INTERVAL EXTENSION
FT5T,UPRATINGS,PG7001 UPRATES,,,for future S2B Redesign Sufczynski
FT5X,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,PG7001B B TO E HOT GAS PATH UPRATE [FT5X],PG7001B B TO E HOT GAS PATH UPRATE
FT5Y,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,PG7001EA UPRATE TO 2035 FIRING TEMPERATURE [FT5Y],PG7001EA UPRATE TO 2035 Tf
FT5Z,UPRATINGS,PG7001 UPRATES,SYSTEM UPGRADES,UPRATE 5 PERCENT [FT5Z],PG7001EA 5% UPRATE
FT6A,UPRATINGS,PG9001 UPRATES,SYSTEM UPGRADES,PG9001 HIGH FLOW IGV (PRE 1978 UNITS) [FT6A],PG9001 HIGH FLOW IGV (PRE 1978 UNITS)
FT6B,UPRATINGS,PG9001 UPRATES,SYSTEM UPGRADES,"APPLY C450 REDUCED CAMBER HIGH FLOW INLET GUIDE VANES [FT1I, FT2B, FT2M, FT3A, FT3B, FT3C, FT3I, FT4C, FT5B, FT6B]",C450 REDUCED CAMBER HIGH FLOW IGV
FT6C,UPRATINGS,PG9001 UPRATES,SYSTEM UPGRADES,UPRATE TO 2020F [FT6B],UPRATE TO 2020F
FT6D,UPRATINGS,PG9001 UPRATES,SYSTEM UPGRADES,"UPRATE CMPRSR [FT2E, FT2R, FT2S, FT3F, FT5D, FT5E, FT6D]",UPRATE TO E COMPRESSOR
FT6E,UPRATINGS,PG9001 UPRATES,SYSTEM UPGRADES,UPRATE TURBINE [FT6E],UPRATE TO TURBINE
FT6F,UPRATINGS,PG9001 UPRATES,SYSTEM UPGRADES,UPRATE TO ADVANCED GAS PATH [FT6F],9E Advanced Gas Path Uprate (formerly PG9001E PERFORMANCE ADVANTAGE PACKAGE)
FT6GA,UPRATINGS,PG9001 UPRATES,,,9E MAX - F2F
FT6GB,UPRATINGS,PG9001 UPRATES,SYSTEM UPGRADES,PROVIDE 9E MAX TURBINE MODULE UPGRADE [FT6GB],9E MAX - Turbine Module
FT6J,UPRATINGS,PG9001 UPRATES,AIRFOILS,GTD-111 DIRECTIONALLY SOLIDIFIED STAGE 1 BUCKET [FT6J],9/1E GTD111 E/A BLE STG 1 BUCKET
FT6K,UPRATINGS,PG9001 UPRATES,SYSTEM UPGRADES,UPRATE TO FULL FIRING TEMP (PG9001) [FT6K],UPRATE TO FULL FIRING TEMP (PG9001)
FT6X,UPRATINGS,PG9001 UPRATES,SYSTEM UPGRADES,MS9001 B-E HOT GAS PATH UPRATE [FT6X],PG9001B B TO E HOT GAS PATH UPRATE
FT6Y,UPRATINGS,PG9001 UPRATES,SYSTEM UPGRADES,PG9001E UPRATE TO 2055 FIRING TEMPERATURE [FT6Y],PG9001E UPRATE TO 2055 Tf
FT6Z,UPRATINGS,PG9001 UPRATES,SYSTEM UPGRADES,UPGRADE TO 9FA.01 [FT6Z],PG9001F UPRATE TO FA
FT7A,UPRATINGS,GENERAL PERFORMANCE IMPROVEMENTS,SYSTEM UPGRADES,ADD EVAPORATIVE COOLER [FT7A],ADD EVAPORATIVE COOLER
FT7B,UPRATINGS,GENERAL PERFORMANCE IMPROVEMENTS,POWER AUGMENTATION,"WATER INJECTION FOR POWER AUGMENTATION-SIMPLE CYCLE [FJ3D, FT7B]",H20 INJECTION FOR POWER AUGMENTATION-SIMPLE
FT7C,UPRATINGS,GENERAL PERFORMANCE IMPROVEMENTS,POWER AUGMENTATION,"WATER INJECTION FOR POWER AUGMENTATION-REGENERATIVE CYCLE [FJ3D, FT7C]",H20 INJECTION FOR POWER AUGMENTATION-REGEN.
FT7D,UPRATINGS,GENERAL PERFORMANCE IMPROVEMENTS,POWER AUGMENTATION,"STEAM INJECTION FOR POWER AUGMENTATION-SIMPLE CYCLE [FJ3B, FJ3C, FJ3G, FT7D]",STEAM INJECTION FOR POWER AUGMENTATION-SIMP
FT7E,UPRATINGS,GENERAL PERFORMANCE IMPROVEMENTS,POWER AUGMENTATION,"STEAM INJECTION FOR POWER AUGMENTATION-REGENERATIVE CYCLE [FJ3B, FJ3C, FJ3G, FT7E]",STEAM INJECTION FOR POWER AUGMENTATION-REGE
FT7F,UPRATINGS,GENERAL PERFORMANCE IMPROVEMENTS,DATA AND SERVICES,"PROVIDE PERFORMANCE DATA [FT7F, FT9F]",PERFORMANCE DATA
FT7G,UPRATINGS,GENERAL PERFORMANCE IMPROVEMENTS,SYSTEM UPGRADES,1100F MAXIMUM EXHAUST TEMPERATURE LIMIT [FT7G],1100F MAXIMUM EXH TEMP LIMIT
FT7H,UPRATINGS,GENERAL PERFORMANCE IMPROVEMENTS,SYSTEM UPGRADES,1050F MAXIMUM EXHAUST TEMPERATURE LIMIT [FT7H],1050F MAXIMUM EXH TEMP LIMIT
FT7I,UPRATINGS,GENERAL PERFORMANCE IMPROVEMENTS,SYSTEM UPGRADES,APPLY TILTED OR TAILORED CONTROL CURVE [FT7I],TILTED CONTROL CURVES WITH N/T UPRATES
FT7J,UPRATINGS,GENERAL PERFORMANCE IMPROVEMENTS,SYSTEM UPGRADES,"REVISE OR OPTIMIZE CONTROL CURVE [FT7J, FT9H]",REVISED CONTROL CURVE
FT7K,UPRATINGS,GENERAL PERFORMANCE IMPROVEMENTS,SYSTEM UPGRADES,MODIFY TTKX COEFFICIENT [FT7K],TTKX Coefficient Modification
FT8A,UPRATINGS,MS5001 UPRATINGS,SYSTEM UPGRADES,INCREASE INLET GUIDE VANE ANGLE TO 86 DEGREES [FT8A],INCREASE IGV ANGLE TO 86 DEG.
FT9A,UPRATINGS,FIELD PERFORMANCE TESTS,SYSTEM UPGRADES,PROVIDE DIFFERENTIAL PERFORMANCE FIELD TEST EQUIPMENT AND SERVICES [FT9A],Gas Turbine Field Performance Test - Delta
FT9B,UPRATINGS,FIELD PERFORMANCE TESTS,SYSTEM UPGRADES,PROVIDE ABSOLUTE PERFORMANCE FIELD TEST EQUIPMENT AND SERVICES [FT9B],Gas Turbine Field Performance Test - Absolute
FT9C,UPRATINGS,FIELD PERFORMANCE TESTS,SYSTEM UPGRADES,PROVIDE FIELD TEST EQUIPMENT [FT9C],TEST EQUIPMENT - FIELD TEST
FT9D,UPRATINGS,FIELD PERFORMANCE TESTS,SYSTEM UPGRADES,PROVIDE EMISSIONS TEST EQUIPMENT AND SERVICES [FT9D],EMISSIONS TEST
FT9E,UPRATINGS,FIELD PERFORMANCE TESTS,SYSTEM UPGRADES,UPRATE PERFORMANCE GUARANTEES [FT9E],Uprate Performance Guarantee
FT9F,UPRATINGS,FIELD PERFORMANCE TESTS,DATA AND SERVICES,SPECIAL PERFORMANCE TEST [FT9E],Special Performance Report
FT9G,UPRATINGS,FIELD PERFORMANCE TESTS,SYSTEM UPGRADES,PROVIDE COMBUSTION FIELD VALIDATION TEST EQUIPMENT AND SERVICES [FT9G],Combustion Field Validation Test
FT9H,UPRATINGS,FIELD PERFORMANCE TESTS,SYSTEM UPGRADES,PERFORMANCE OPTIMIZATION (CONTROL CURVE ONLY) [FT9H],Performance Optimization (Control Curve Only)
FU1A,LM2500/50000 PERFORMANCE IMPROVEMENTS,LM2500/5000 PERFORMANCE IMPROVEMENTS,SYSTEM UPGRADES,LM2500 PC TO PF [FU1A],LM2500 PC TO PF
FU1B,LM2500/50000 PERFORMANCE IMPROVEMENTS,LM2500/5000 PERFORMANCE IMPROVEMENTS,SYSTEM UPGRADES,LM2500 PC TO PE [FU1B],LM2500 PC TO PE
FU1L,LM2500/50000 PERFORMANCE IMPROVEMENTS,LM2500/5000 PERFORMANCE IMPROVEMENTS,SYSTEM UPGRADES,LM2500 T5.4 UPRATE [FU1C],LM2500 T5.4 UPRATE
FV1A,F Uprates,7F Uprates,SYSTEM UPGRADES,"UPRATE TO 7FA.03 [FV1A, FV1B]",7FA+ to 7FA+E Full Uprate
FV1B,F Uprates,7F Uprates,SYSTEM UPGRADES,PG7221 TO 7241 FULL UPRATE [FV1B],PG7221 to 7241 Full Uprate
